epoch,train_loss,train_acc,val_loss,val_acc,memory_usage (MiB)
0,0.45023751,85.04333333,0.232535742,92.38,1275.178711
1,0.189285964,93.96666667,0.164411091,94.84,1275.178711
2,0.144301133,95.39833333,0.122600756,96.23,1275.178711
3,0.116085424,96.38166667,0.117950494,96.49,1275.178711
4,0.098661069,96.935,0.113834935,96.4,1275.178711
5,0.085283339,97.31833333,0.10424312,96.89,1275.178711
6,0.076962787,97.52,0.090052883,97.15,1275.178711
7,0.068426413,97.77166667,0.101990072,96.87,1275.178711
8,0.062827518,97.93166667,0.081676258,97.46,1275.178711
9,0.055509661,98.21666667,0.083144507,97.47,1275.178711
10,0.052258837,98.32666667,0.092258367,97.31,1275.178711
11,0.047889094,98.47833333,0.092005433,97.13,1275.178711
12,0.044119787,98.54,0.091615254,97.32,1275.178711
13,0.039942444,98.69666667,0.082116699,97.68,1275.178711
14,0.03944665,98.70166667,0.080817472,97.57,1275.178711
15,0.030618427,98.99833333,0.085820507,97.75,1275.178711
16,0.029739898,98.96333333,0.089224423,97.58,1275.178711
17,0.026611786,99.14833333,0.088741007,97.42,1275.178711
18,0.026097176,99.10666667,0.081073801,97.93,1275.178711
19,0.023526629,99.215,0.079080531,97.84,1275.178711
20,0.021466385,99.305,0.074206827,98.24,1275.178711
21,0.017078491,99.41833333,0.08707512,97.84,1275.178711
22,0.017848324,99.41166667,0.079972449,98,1275.178711
23,0.015540827,99.485,0.075194802,98.03,1275.178711
24,0.013902808,99.55,0.070725591,98.19,1275.178711
25,0.012825894,99.58166667,0.086173967,97.75,1275.178711
26,0.010745102,99.65166667,0.082468346,97.92,1275.178711
27,0.008815057,99.715,0.081714077,98.09,1275.178711
28,0.008329618,99.74,0.083045737,98.1,1275.178711
29,0.008004804,99.72666667,0.079129787,98.08,1275.178711
30,0.006279246,99.79333333,0.0769571,98.12,1275.178711
31,0.005357701,99.84,0.081234393,98.12,1275.178711
32,0.004370252,99.865,0.08700278,98.15,1275.178711
33,0.004764536,99.845,0.07825217,98.34,1275.178711
34,0.003712096,99.875,0.07595537,98.37,1275.178711
35,0.003340404,99.9,0.078496374,98.32,1275.178711
36,0.002288345,99.92666667,0.069901056,98.41,1275.178711
37,0.002536148,99.93333333,0.0773662,98.27,1275.178711
38,0.002002255,99.95,0.077672983,98.34,1275.178711
39,0.001685251,99.95833333,0.081019042,98.21,1275.178711
40,0.001113195,99.96833333,0.080632012,98.36,1275.178711
41,0.001317604,99.975,0.083858288,98.32,1275.178711
42,0.001055424,99.98333333,0.083942376,98.38,1275.178711
43,0.001154482,99.97333333,0.084242578,98.32,1275.178711
44,0.000693628,99.99,0.081893663,98.33,1275.178711
45,0.00065893,99.98666667,0.081985597,98.35,1275.178711
46,0.000626994,99.98833333,0.080493785,98.36,1275.178711
47,0.00054688,99.99166667,0.082812322,98.37,1275.178711
48,0.000693396,99.98,0.081903834,98.41,1275.178711
49,0.000604701,99.99,0.081661887,98.37,1275.178711
,,,,,
Best accuracy: 98.4100,,,,,
Max memory usage: 1275.18 MiB,,,,,
Total memory usage: 63758.94 MiB,,,,,
vit_reverse,,,,,
